,TIPO,SECTOR,LATITUD,LONGITUD,NOMBRE LOCAL,DIRECCION,CIUDAD,COMUNIDAD AUTONOMA,PROVINCIA,USUARIO DE EMPRESA,EMAIL,TELEFONO,ACUM VERDE,ACUM AMARILLO,ACUM ROJO,VALORACIONES,CERTIFICACION,IMAGEN
4570,cafe,hostelería,41.4059584,2.1770329,Mos Art,Carrer de Padilla 250,Barcelona,Cataluña,Barcelona,,,,,,,,,
4571,cafe,hostelería,41.4229899,2.1466927,Pa de Paula,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4572,cafe,hostelería,41.3896013,2.1227989,La Farigola,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4573,cafe,hostelería,41.4579863,2.0680937,Cafè Café,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4574,cafe,hostelería,41.4497973,2.218908,Bar restaurant Lliri d'Or,Plaça del Rellotge 3,Barcelona,Cataluña,Barcelona,,,,,,,,,
4575,cafe,hostelería,41.378649,2.1905467,World Conexion,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4576,cafe,hostelería,41.4110027,2.1769423,La Granja...,Carrer del Dos de Maig 314,Barcelona,Cataluña,Barcelona,,,,,,,,,
4577,cafe,hostelería,41.3948025,2.1817533,Bracafe,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4578,cafe,hostelería,41.3962559,2.1802227,Joys cafe,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4579,cafe,hostelería,41.3970643,2.1834626,La estrella,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4580,cafe,hostelería,41.388836,2.158568,Charlot Cafè,Carrer Aribau 67,Barcelona,Cataluña,Barcelona,,,,,,,,,
4581,cafe,hostelería,41.3879286,2.1290535,Sacha,Avinguda Diagonal 615,Barcelona,Cataluña,Barcelona,,,,,,,,,
4582,cafe,hostelería,41.3953338,2.157339,Jamaica Coffee Shop,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4583,cafe,hostelería,41.3635793,2.1660207,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4584,cafe,hostelería,41.4375721,2.1566095,Torrades,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4585,cafe,hostelería,41.4374756,2.1563359,La Panera,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4586,cafe,hostelería,41.3917995,2.1572231,Rendez-vous,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4587,cafe,hostelería,41.403376,2.159999,Granja Bar,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4588,cafe,hostelería,41.383572,2.1777123,Dibar Cafe,Baixada de la Llibreteria 1,Barcelona,Cataluña,Barcelona,,,,,,,,,
4589,cafe,hostelería,41.3967185,2.1890325,Rebeka,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4590,cafe,hostelería,41.3818704,2.1799219,Café Babel,Carrer del Correu Vell 14,Barcelona,Cataluña,Barcelona,,,,,,,,,
4591,cafe,hostelería,41.4080488,2.1459403,Vila Florida,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4592,cafe,hostelería,41.3894566,2.1839803,Coffee,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4593,cafe,hostelería,41.3541854,2.0873978,Kafe & Kafe,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4594,cafe,hostelería,41.3535572,2.0869096,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4595,cafe,hostelería,41.4054874,2.2129348,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4596,cafe,hostelería,41.4049072,2.2135678,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4597,cafe,hostelería,41.4052615,2.2126526,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4598,cafe,hostelería,41.4349497,2.1895577,Xurreria Sant Andreu,Gran de Sant Andreu 241,Barcelona,Cataluña,Barcelona,,,,,,,,,
4599,cafe,hostelería,41.3911922,2.1363766,Starbucks,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4600,cafe,hostelería,41.4270319,2.0891192,La Botigueta,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4601,cafe,hostelería,41.4056446,2.1761931,Cafe Caribean,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4602,cafe,hostelería,41.4063383,2.1767925,Cafés Caracas,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4603,cafe,hostelería,41.4065727,2.1771955,El Café de la Bota,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4604,cafe,hostelería,41.4041496,2.1764496,La Bicicleta,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4605,cafe,hostelería,41.4066105,2.1772525,Tossa,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4606,cafe,hostelería,41.4053857,2.176719,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4607,cafe,hostelería,41.4079597,2.1705575,Café dels Jardins,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4608,cafe,hostelería,41.384443,2.1770622,Cafè d'Estiu,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4609,cafe,hostelería,41.390451,2.1981964,George‘s Bar y Cafetéria,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4610,cafe,hostelería,41.3923818,2.1581651,Apeadero,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4611,cafe,hostelería,41.3922665,2.1566442,El petit forn,Carrer d'Enric Granados 9999,Barcelona,Cataluña,Barcelona,,,,,,,,,
4612,cafe,hostelería,41.3470349,2.078338,Illy,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4613,cafe,hostelería,41.3838377,2.1630268,Sentidos,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4614,cafe,hostelería,41.4248347,2.1400417,My House,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4615,cafe,hostelería,41.4000539,2.2028611,Horchateria Tio Che,Rambla del Poblenou 44,Barcelona,Cataluña,Barcelona,,,,,,,,,
4616,cafe,hostelería,41.423512,2.1454878,Caprixo Gallego,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4617,cafe,hostelería,41.4247848,2.1408806,Magenta,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4618,cafe,hostelería,41.3900298,2.1901118,Cafeteria UPF Jaume I,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4619,cafe,hostelería,41.3886776,2.1915119,Cafeteria UPF Roger de Lluria,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4620,cafe,hostelería,41.380898,2.1369427,El Pati de Bell-Lloc,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4621,cafe,hostelería,41.3812874,2.1356771,El Forn de Vallespir,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4622,cafe,hostelería,41.4012654,2.164692,Café El Gust,Carrer de Bailèn 181-183,Barcelona,Cataluña,Barcelona,,,,,,,,,
4623,cafe,hostelería,41.3991168,2.1671319,Snack 325,Carrer de Provença 325,Barcelona,Cataluña,Barcelona,,,,,,,,,
4624,cafe,hostelería,41.3971278,2.1679441,Café Caracas,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4625,cafe,hostelería,41.3891246,2.1472251,Cafe Bar Guspi,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4626,cafe,hostelería,41.3897367,2.1477303,El Fornet d'en Rosend,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4627,cafe,hostelería,41.3847522,2.1848855,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4628,cafe,hostelería,41.4067629,2.1516314,L'Brasseria,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4629,cafe,hostelería,41.4350956,2.1916255,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4630,cafe,hostelería,41.4358074,2.1911341,Balista,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4631,cafe,hostelería,41.4372492,2.1913439,Ikero,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4632,cafe,hostelería,41.4089551,2.1637942,Cerveseria Candela,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4633,cafe,hostelería,41.380997,2.1334827,Cornelia,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4634,cafe,hostelería,41.3830524,2.1744369,Caelum,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4635,cafe,hostelería,41.4035591,2.2028602,El Forn del Metro,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4636,cafe,hostelería,41.3915034,2.1980784,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4637,cafe,hostelería,41.3931786,2.1608204,Café & Té GR Compañia del Tropico,Rambla de Catalunya 92,Barcelona,Cataluña,Barcelona,,,,,,,,,
4638,cafe,hostelería,41.3819183,2.1477153,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4639,cafe,hostelería,41.4515624,2.2371095,Bar Granja Juani,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4640,cafe,hostelería,41.4515809,2.236845,Churrería Cuba,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4641,cafe,hostelería,41.3808922,2.1574561,Cafè Bar Alegria,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4642,cafe,hostelería,41.3852589,2.1632447,Starbucks,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4643,cafe,hostelería,41.398798,2.1708209,On Café,Passeig de Sant Joan 96,Barcelona,Cataluña,Barcelona,,,,,,,,,
4644,cafe,hostelería,41.4352589,2.1479962,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4645,cafe,hostelería,41.399043,2.1884309,Carrot Café,Carrer de Tànger 22,Barcelona,Cataluña,Barcelona,,,,,,,,,
4646,cafe,hostelería,41.379674,2.1755608,Ocaña,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4647,cafe,hostelería,41.4055556,2.194455,El Duende,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4648,cafe,hostelería,41.4049762,2.1976093,Sant Martí,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4649,cafe,hostelería,41.4042962,2.1981726,Hmm que rico,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4650,cafe,hostelería,41.3848023,2.1570192,Casa Pardo Marcelino,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4651,cafe,hostelería,41.379806,2.1327581,Brétema,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4652,cafe,hostelería,41.3949532,2.1746886,Bracafé,Plaça de Tetuan 17-18,Barcelona,Cataluña,Barcelona,,,,,,,,,
4653,cafe,hostelería,41.3771412,2.1773093,El Bosc de les Fades,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4654,cafe,hostelería,41.3940517,2.1739923,Venezia,Gran Via de les Corts Catalanes 667,Barcelona,Cataluña,Barcelona,,,,,,,,,
4655,cafe,hostelería,41.3994642,2.1200991,Bokiva,Avinguda de la Reina Elisenda de Montcada 14,Barcelona,Cataluña,Barcelona,,,,,,,,,
4656,cafe,hostelería,41.3807291,2.1325922,Granier,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4657,cafe,hostelería,41.3810914,2.1328497,Masedy,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4658,cafe,hostelería,41.405558,2.1507903,Anta,Carrer Gran de Gracia 260,Barcelona,Cataluña,Barcelona,,,,,,,,,
4659,cafe,hostelería,41.3814134,2.1355963,Martin Wood's,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4660,cafe,hostelería,41.4028901,2.1612576,Bar Lennon,Plaça John Lenon 9999,Barcelona,Cataluña,Barcelona,,,,,,,,,
4661,cafe,hostelería,41.3867393,2.1633975,Bar de la Universitat,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4662,cafe,hostelería,41.3830158,2.1601708,Escribà,Gran Via de les Corts Catalanes 546,Barcelona,Cataluña,Barcelona,,,,,,,,,
4663,cafe,hostelería,41.3751588,2.1665381,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4664,cafe,hostelería,41.3835218,2.1810138,Cafés El Magnifico,Carrer de l'Argenteria 64-66,Barcelona,Cataluña,Barcelona,,,,,,,,,
4665,cafe,hostelería,41.3838079,2.1773128,BuenasMigas,Baixada de Santa Clara 2,Barcelona,Cataluña,Barcelona,,,,,,,,,
4666,cafe,hostelería,41.392208,2.167538,El Raco de la Moreneta,Pau Claris 119,Barcelona,Cataluña,Barcelona,,,,,,,,,
4667,cafe,hostelería,41.384715,2.17514,Chocolate Box,Carrer dels Capellans 9999,Barcelona,Cataluña,Barcelona,,,,,,,,,
4668,cafe,hostelería,41.3802824,2.1773136,Dionisos The Quick Greek,Carrer dels Escudellers 42,Barcelona,Cataluña,Barcelona,,,,,,,,,
4669,cafe,hostelería,41.3813562,2.1753271,Starbucks,Carrer de Ferran 25,Barcelona,Cataluña,Barcelona,,,,,,,,,
4670,cafe,hostelería,41.391846,2.1551614,Travel & Cake,Carrer del Rosselló 189,Barcelona,Cataluña,Barcelona,,,,,,,,,
4671,cafe,hostelería,41.3669377,2.1309973,Duni,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4672,cafe,hostelería,41.4117096,2.1394938,Dolça Estona,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4673,cafe,hostelería,41.4082195,2.1701871,Bar Ricci,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4674,cafe,hostelería,41.4100648,2.1373289,Buenas Migas,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4675,cafe,hostelería,41.3869539,2.0755251,Cafeteria,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4676,cafe,hostelería,41.3784537,2.0790071,Ciabbatta,Carretera Reial 12,Barcelona,Cataluña,Barcelona,,,,,,,,,
4677,cafe,hostelería,41.3849536,2.0738213,Ciabbatta,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4678,cafe,hostelería,41.4007421,2.1991334,Bon Gust,Carrer de Pujades 155,Barcelona,Cataluña,Barcelona,,,,,,,,,
4679,cafe,hostelería,41.4119723,2.1394678,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4680,cafe,hostelería,41.4123268,2.1396554,Craywinckel Café,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4681,cafe,hostelería,41.3847872,2.163737,Santoni,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4682,cafe,hostelería,41.397507,2.1418498,Don Zangano,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4683,cafe,hostelería,41.4152688,2.1028837,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4684,cafe,hostelería,41.4278371,2.1377804,My House II,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4685,cafe,hostelería,41.4363237,2.1603477,Hedilla,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4686,cafe,hostelería,41.4354439,2.1620513,Mi bar Juan,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4687,cafe,hostelería,41.4359899,2.1604933,Julia,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4688,cafe,hostelería,41.4032503,2.1590018,Mama's Cafe,Carrer de Torrijos 26,Barcelona,Cataluña,Barcelona,,,,,,,,,
4689,cafe,hostelería,41.3808891,2.1702991,El Jardí,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4690,cafe,hostelería,41.3805843,2.1658829,Miniatura café,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4691,cafe,hostelería,41.3809698,2.1737766,Cafè de l'Òpera,Les Rambles 74,Barcelona,Cataluña,Barcelona,,,,,,,,,
4692,cafe,hostelería,41.3964561,2.154384,Don Jabugo,carrer del Comte de Salvatierra 9999,Barcelona,Cataluña,Barcelona,,,,,,,,,
4693,cafe,hostelería,41.4041586,2.156645,Vivari,Carrer de Verdi 40,Barcelona,Cataluña,Barcelona,,,,,,,,,
4694,cafe,hostelería,41.4005021,2.1690108,Café de l'Eixample,Carrer de Provença 351,Barcelona,Cataluña,Barcelona,,,,,,,,,
4695,cafe,hostelería,41.3694158,2.1523757,Les Cascades,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4696,cafe,hostelería,41.4008443,2.2013842,la buena vida,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4697,cafe,hostelería,41.3851027,2.1805804,Cafe Sabor,Carrer de la Barra de Ferro 8,Barcelona,Cataluña,Barcelona,,,,,,,,,
4698,cafe,hostelería,41.3787207,2.170759,La Monroe,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4699,cafe,hostelería,41.3759887,2.1600624,Cafe di Francesco,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4700,cafe,hostelería,41.4143338,2.1609284,La Dolça,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4701,cafe,hostelería,41.3844563,2.1168299,Bar de Física i Química,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4702,cafe,hostelería,41.3850866,2.1190481,Bar de Biologia,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4703,cafe,hostelería,41.3847357,2.1216951,Bar de Farmàcia,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4704,cafe,hostelería,41.4071542,2.1592468,Zeus,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4705,cafe,hostelería,41.415572,2.1573099,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4706,cafe,hostelería,41.4071883,2.1557816,La Pausa,Carrer de l'Alzina 44,Barcelona,Cataluña,Barcelona,,,,,,,,,
4707,cafe,hostelería,41.4460123,2.2485803,Can Magí,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4708,cafe,hostelería,41.4461612,2.2487958,Cafeteria Roca i Pi,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4709,cafe,hostelería,41.4132662,2.1605097,Sakura,Avinguda de la Mare de Déu de Montserrat 13,Barcelona,Cataluña,Barcelona,,,,,,,,,
4710,cafe,hostelería,41.4089286,2.1951206,Forn de pa Gil,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4711,cafe,hostelería,41.4009194,2.2037905,Ideal,Carrer de Marià Aguiló 99,Barcelona,Cataluña,Barcelona,,,,,,,,,
4712,cafe,hostelería,41.4130977,2.1899669,Aroma de cafè,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4713,cafe,hostelería,41.3613764,2.0830151,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4714,cafe,hostelería,41.3601021,2.0825779,Churrería,Carrer de la Dolçamara 9999,Barcelona,Cataluña,Barcelona,,,,,,,,,
4715,cafe,hostelería,41.397535,2.199655,Granja,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4716,cafe,hostelería,41.3608383,2.0834608,Atenea,Carrer del Doctor Arús 12,Barcelona,Cataluña,Barcelona,,,,,,,,,
4717,cafe,hostelería,41.3599997,2.0827498,Caña + Tapa,Carrer de la Dolçamara 5 (Local 3),Barcelona,Cataluña,Barcelona,,,,,,,,,
4718,cafe,hostelería,41.3633511,2.0832609,Granja Avenida,Avinguda de Sant Ildefons 18,Barcelona,Cataluña,Barcelona,,,,,,,,,
4719,cafe,hostelería,41.3724035,2.146063,Cafe.365,Gran Via de les Corts Catalanes 302,Barcelona,Cataluña,Barcelona,,,,,,,,,
4720,cafe,hostelería,41.3753367,2.1346064,Forn Baltà,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4721,cafe,hostelería,41.3925904,2.1638884,Boutique Nespresso,Passeig de Gràcia 55,Barcelona,Cataluña,Barcelona,,,,,,,,,
4722,cafe,hostelería,41.3817324,2.1615071,La Mercè de Villarroel,Carrer de Villarroel 28,Barcelona,Cataluña,Barcelona,,,,,,,,,
4723,cafe,hostelería,41.3791136,2.168269,Bonissim,Rambla del Raval 9999,Barcelona,Cataluña,Barcelona,,,,,,,,,
4724,cafe,hostelería,41.3867025,2.1510919,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4725,cafe,hostelería,41.3873423,2.1513329,La Parada,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4726,cafe,hostelería,41.3936635,2.1812705,Bar Nápoles,Carrer de Nàpols 85,Barcelona,Cataluña,Barcelona,,,,,,,,,
4727,cafe,hostelería,41.3759828,2.1662401,Els germans / The brothers,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4728,cafe,hostelería,41.3762006,2.166117,Gran Vía 4,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4729,cafe,hostelería,41.3806088,2.1408397,Bar Nàutic,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4730,cafe,hostelería,41.3798223,2.140222,Como,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4731,cafe,hostelería,41.4100622,2.2171119,Starbucks,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4732,cafe,hostelería,41.4510638,2.2103181,El racó del cafè,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4733,cafe,hostelería,41.3603185,2.0822671,Granja Paola,Carrer del Desmai 8,Barcelona,Cataluña,Barcelona,,,,,,,,,
4734,cafe,hostelería,41.3975779,2.2023219,Barcelona Culture World,Carrer del Doctor Trueta 192,Barcelona,Cataluña,Barcelona,,,,,,,,,
4735,cafe,hostelería,41.3769276,2.1628669,Federal Cafe,Carrer del Parlament 39,Barcelona,Cataluña,Barcelona,,,,,,,,,
4736,cafe,hostelería,41.382645,2.1752356,Satan's Coffee Corner,Carrer de l'Arc de Sant Ramon del Call 11,Barcelona,Cataluña,Barcelona,,,,,,,,,
4737,cafe,hostelería,41.3815774,2.1759038,elFornet,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4738,cafe,hostelería,41.3796874,2.174911,ARTiSA,Carrer de Colom 2,Barcelona,Cataluña,Barcelona,,,,,,,,,
4739,cafe,hostelería,41.4499537,2.2506827,Forn Bertran,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4740,cafe,hostelería,41.4056851,2.1506742,Farga,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4741,cafe,hostelería,41.37531,2.1465314,Audrey brunch & coffee,Carrer de la Creu Coberta 42,Barcelona,Cataluña,Barcelona,,,,,,,,,
4742,cafe,hostelería,41.3954324,2.186404,Churrería J. Argilés,Carrer de la Marina 107,Barcelona,Cataluña,Barcelona,,,,,,,,,
4743,cafe,hostelería,41.3901375,2.1707758,Pudding,Carrer de Pau Claris 90,Barcelona,Cataluña,Barcelona,,,,,,,,,
4744,cafe,hostelería,41.3803265,2.1774842,Bahia,Carrer dels Escudellers 46,Barcelona,Cataluña,Barcelona,,,,,,,,,
4745,cafe,hostelería,41.351785,2.106248,Bar Bienteveo,Carrer del Prat 8,Barcelona,Cataluña,Barcelona,,,,,,,,,
4746,cafe,hostelería,41.3519993,2.1061476,Bar Bodega Brasil,Carrer del Prat 2,Barcelona,Cataluña,Barcelona,,,,,,,,,
4747,cafe,hostelería,41.3752997,2.1479483,Plaza,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4748,cafe,hostelería,41.3882179,2.1703134,Farggi,Passeig de Gracia 2,Barcelona,Cataluña,Barcelona,,,,,,,,,
4749,cafe,hostelería,41.4008587,2.1474242,Zumm,Plaça de Molina 6,Barcelona,Cataluña,Barcelona,,,,,,,,,
4750,cafe,hostelería,41.4001865,2.1453223,Cafeteria Elisenda,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4751,cafe,hostelería,41.4011284,2.146422,Bar Augusta,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4752,cafe,hostelería,41.4025262,2.1488491,Liadisimo Cafeteteria,Carrer de Guillem Tell 25,Barcelona,Cataluña,Barcelona,,,,,,,,,
4753,cafe,hostelería,41.437706,2.2181061,Cafeteria Artesà,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4754,cafe,hostelería,41.4416928,2.2264651,Xurreria Rodríguez,passeig de la Salut 76,Barcelona,Cataluña,Barcelona,,,,,,,,,
4755,cafe,hostelería,41.4419036,2.2262985,Granier,passeig de la Salut 84,Barcelona,Cataluña,Barcelona,,,,,,,,,
4756,cafe,hostelería,41.4443624,2.2236761,Sandvitxeria Alhociema,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4757,cafe,hostelería,41.3935416,2.1843499,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4758,cafe,hostelería,41.3511307,2.1085031,Nos vemos,Rambla de la Marina 247,Barcelona,Cataluña,Barcelona,,,,,,,,,
4759,cafe,hostelería,41.3837923,2.1786953,CappUKccino,Plaça de l'Àngel 5,Barcelona,Cataluña,Barcelona,,,,,,,,,
4760,cafe,hostelería,41.4004523,2.1577244,Nabuco Tiramisú,Placa Vila de Gràcia 8,Barcelona,Cataluña,Barcelona,,,,,,,,,
4761,cafe,hostelería,41.3932943,2.1484816,Café San Telmo,Carrer de Buenos Aires 60,Barcelona,Cataluña,Barcelona,,,,,,,,,
4762,cafe,hostelería,41.377177,2.0852194,El Taller,Àngel Guimerà 30,Barcelona,Cataluña,Barcelona,,,,,,,,,
4763,cafe,hostelería,41.3755743,2.0849658,cafeteca,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4764,cafe,hostelería,41.3962334,2.1819558,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4765,cafe,hostelería,41.3887239,2.1307802,Starbucks,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4766,cafe,hostelería,41.3870241,2.1239411,Starbucks,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4767,cafe,hostelería,41.3964592,2.1688152,Bracafé,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4768,cafe,hostelería,41.4096812,2.1625203,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4769,cafe,hostelería,41.4128539,2.1621338,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4770,cafe,hostelería,41.3899243,2.1749294,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4771,cafe,hostelería,41.39758,2.1587512,Buenas Migas,Passeig de Gràcia 120,Barcelona,Cataluña,Barcelona,,,,,,,,,
4772,cafe,hostelería,41.4023115,2.1740935,Starbucks,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4773,cafe,hostelería,41.37624,2.1367529,La Fusta de Sants,Passeig de Sant Antoni 12,Barcelona,Cataluña,Barcelona,,,,,,,,,
4774,cafe,hostelería,41.4349094,2.2194667,EsPan's,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4775,cafe,hostelería,41.3969,2.1663272,NO NAME,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4776,cafe,hostelería,41.4434523,2.1684173,Bar Tío Cuco,Carrer d'Antonio Machado 20,Barcelona,Cataluña,Barcelona,,,,,,,,,
4777,cafe,hostelería,41.4403068,2.2274065,Carte d'Or,passeig de la Salut 9999,Barcelona,Cataluña,Barcelona,,,,,,,,,
4778,cafe,hostelería,41.4408122,2.2271125,Vivari,passeig de la Salut 9999,Barcelona,Cataluña,Barcelona,,,,,,,,,
4779,cafe,hostelería,41.4408174,2.2269502,Pantaiberic delicatessen,passeig de la Salut 49,Barcelona,Cataluña,Barcelona,,,,,,,,,
4780,cafe,hostelería,41.4410159,2.2268003,Bonjour cafeteria,passeig de la Salut 57,Barcelona,Cataluña,Barcelona,,,,,,,,,
4781,cafe,hostelería,41.403019,2.178883,Copeta,Carrer d'Aragó 459,Barcelona,Cataluña,Barcelona,,,,,,,,,
4782,cafe,hostelería,41.3625277,2.0831568,Bar Torrubiano,,Barcelona,Cataluña,Barcelona,,,,,,,,,
4783,cafe,hostelería,41.361853,2.0830062,Bar Sevilla,Carrer del Doctor Arús 6,Barcelona,Cataluña,Barcelona,,,,,,,,,
4784,cafe,hostelería,41.359621,2.0817932,1987,Carrer de la Flor de Nit 5-7,Barcelona,Cataluña,Barcelona,,,,,,,,,
